insight id,Date,insight title,insight description,Category_ML,Product_Clean,hcp,hco,country,Territory,created by,voting,Is_Actionable,Cat_Access_And_Policy,Cat_Competitor_Intelligence,Cat_Medical_Education_&_Practice,Cat_Operations_And_Diagnostics,Cat_Stakeholder_Mapping,Cat_Strategic_Partnership,Cat_Promotional_Activity
a3XS7000000DabxMAC,4/14/2025,MDTs in CHU Bourguiba Sfax,MDTs are performed on a weekly basis in the public hospital of Sfax. Only difficult cases are discussed.,Medical Education & Practice,General/other,"Ayadi, Ines",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000DabxMAC,4/14/2025,MDTs in CHU Bourguiba Sfax,MDTs are performed on a weekly basis in the public hospital of Sfax. Only difficult cases are discussed.,Medical Education & Practice,General/other,"Toumi, Nabil",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000DaqTMAS,4/14/2025,MDTs in the private sector in SFAX,MDTs for the private sector in SFAX are not performed routinely and do not follow a structure. Usually the doctors call each other and discuss the cases whenever it’s needed.,Medical Education & Practice,Kadcyla,"Yaiche Kolsi, Ouhoud",Cabinet Dr Ouhoud Kolsi,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000DaqTMAS,4/14/2025,MDTs in the private sector in SFAX,MDTs for the private sector in SFAX are not performed routinely and do not follow a structure. Usually the doctors call each other and discuss the cases whenever it’s needed.,Medical Education & Practice,Kadcyla,"Marrakchi, Ghassen",Cabinet Dr Ghassan Marrakchi,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000DayXMAS,4/14/2025,LUNIT MMG x DAR EL AMAL,on average dar el amal does 30 mammographies per day or around 5000 per year. They are expecting to double this rate with the new machine that they will receive as a donation.,Medical Education & Practice,General/other,"Daoud, Jamel",Hôpital Habib Bourguiba de Sfax,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000DayXMAS,4/14/2025,LUNIT MMG x DAR EL AMAL,on average dar el amal does 30 mammographies per day or around 5000 per year. They are expecting to double this rate with the new machine that they will receive as a donation.,Medical Education & Practice,General/other,"Frikha, Mounir",Cabinet Dr Frikha Mounir,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000DkD7MAK,4/15/2025,Patient numbers treated in Kairouan,"According to Dr Said, approximately 4000 cancer patients are treated in Ibn Jazzar Hospital per year.",Medical Education & Practice,General/other,"Said, Najla",Hôpital Ibn El Jazzar (Kairouan) - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000Dtt7MAC,4/18/2025,STOM congress 2026,"STOM is planning to organize a big event in 2026 (their congress) and want is to be a international one (mainly french speaking countries), they are asking Roche Tunisia to be the biggest partner.",Strategic Partnership,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Moez Ben Brahim,0,1,0,0,0,0,0,1,1
a3XS7000000DxrtMAC,4/20/2025,Radiology/mammography in Jendouba,"New radiology agreement in Jendouba to unlock the lack of specialists - During a meeting with STOM bureau, which Dr Najet Mahjoub belongs to as treasury secretary, she mentioned that they have signed a new agreement with the radiology service of Ben Arous hospital in order to help them with the interpretation of mammographies through teleradiology (remote radiology). The local technicians will manipulate the patients to perform the mammographies and the radiologists in Ben Arous will interpret them and provide their findings.",Operations & Diagnostics,General/other,"Mahjoub, Najet",Hopital regional jandouba,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,0,1,0,0,1
a3XS7000000Dy3BMAS,4/20/2025,Roche_STOM meeting,"During our official meeting with the new bureau of STOM we discussed their priorities for the upcoming 2 years - The priorities:
- launch yearly educational days specific to each oncology disease. This year they will start with BC.
- paramedics education 
- organize an international oncology event in Tunisia in April 2026 
- co-create with roche the BC awareness campaign 
- sit with CNAM and discuss the pending reimbursments dossiers to understand the delays",Strategic Partnership,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,0,0,0,1,1
a3XS7000000EFlZMAW,4/23/2025,Kadcyla use_Kairouan experience,"Access to kadcyla for kairouan patients - According to Dr Chefai, access to kadcyla has been very difficult for her patients. The process is very long and patients need to travel to other places like Tunis and Sousse to get their medication. She currently has two patients under kadcyla in adjuvant setting.",Access & Policy,"Kadcyla, Perjeta","Chafai, Rim",Cabinet Dr Rim Chafai,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000EG1hMAG,4/23/2025,Perjeta in Adjuvant setting,"First prescription of double blocage in adjuvant setting - According to Dr Ben Fatma, she recently received as CNAM expert a prescription of Perjeta in adjuvant setting. She couldn’t share more about the eligibility criteria.",Access & Policy,Perjeta,"Ben Fatma Sassi, Leila",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000Ge4jMAC,5/22/2025,Clinical Studies conference,Dr Chabchoub is planning a clinical studies day in Sousse and is requesting our support. - Sirine Mahmoud was informed to contact Dr chabchoub and initiate the discussion regarding Roche's participation.,Medical Education & Practice,General/other,"Chebchoub, Imen",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,1
a3XS7000000Ge7xMAC,5/22/2025,New patient under Kadcyla,Dr Faten informed me that one of her patients will be shifted to kadcyla in metastatic BC after noticing that she is not responding well under double blocage.,Medical Education & Practice,"Kadcyla, Perjeta","Zaairi, Faten",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000GeCnMAK,5/22/2025,Testing Program,The new ventana machines installed in Sousse similar to the ones acquired by Roche for the testing program are misfunctioning and have serious leaks issues that impacts the quelity of the tests. - The testing partner was informed to take actions with Prochidia.,Operations & Diagnostics,General/other,"Moncef, Mokni",Hôpital Farhat Hached - Pathology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,0,1,0,0,0
a3XS7000000GfGvMAK,5/22/2025,SFAX/Sousse Preceptorship and exchange session,A preceptorship has been discussed with Dr Mokni with Sfax so that they can learn how to use the machines. Dr Mokni was open and proposed two dates to be checked with Sfax. - the testing partner has been informed to initiate the preparation.,Medical Education & Practice,General/other,"Moncef, Mokni",Hôpital Farhat Hached - Pathology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000GjCTMA0,5/23/2025,Access to Perjeta,"According to doctors in the private sector, they have to prescribe perjeta 2 months prior it's planned use to avoid delays incurred by the long process of ""recours"" in the neoadjuvant setting.",Access & Policy,Perjeta,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000GjCTMA0,5/23/2025,Access to Perjeta,"According to doctors in the private sector, they have to prescribe perjeta 2 months prior it's planned use to avoid delays incurred by the long process of ""recours"" in the neoadjuvant setting.",Access & Policy,Perjeta,"Hadiji Triki, Olfa",Cabinet Dr Olfa Triki,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000GjCTMA0,5/23/2025,Access to Perjeta,"According to doctors in the private sector, they have to prescribe perjeta 2 months prior it's planned use to avoid delays incurred by the long process of ""recours"" in the neoadjuvant setting.",Access & Policy,Perjeta,"Haddaoui, Abderrazek",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000GjCTMA0,5/23/2025,Access to Perjeta,"According to doctors in the private sector, they have to prescribe perjeta 2 months prior it's planned use to avoid delays incurred by the long process of ""recours"" in the neoadjuvant setting.",Access & Policy,Perjeta,"Bellil, Sami",Cabinet Dr Sami Bellil,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000GjCTMA0,5/23/2025,Access to Perjeta,"According to doctors in the private sector, they have to prescribe perjeta 2 months prior it's planned use to avoid delays incurred by the long process of ""recours"" in the neoadjuvant setting.",Access & Policy,Perjeta,"Daldoul Ben Fraj, Olfa",Cabinet Dr Olfa Daldoul Ben Fraj,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000GjCUMA0,5/23/2025,pCRs with double blocage,When patients get access to double blocage in neoadj the pCRs can reach 80 to 90% according to doctors in the private sector and military hospital.,Medical Education & Practice,General/other,"Daldoul Ben Fraj, Olfa",Cabinet Dr Olfa Daldoul Ben Fraj,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000GjCUMA0,5/23/2025,pCRs with double blocage,When patients get access to double blocage in neoadj the pCRs can reach 80 to 90% according to doctors in the private sector and military hospital.,Medical Education & Practice,General/other,"Haddaoui, Abderrazek",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000GjCUMA0,5/23/2025,pCRs with double blocage,When patients get access to double blocage in neoadj the pCRs can reach 80 to 90% according to doctors in the private sector and military hospital.,Medical Education & Practice,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000GjCUMA0,5/23/2025,pCRs with double blocage,When patients get access to double blocage in neoadj the pCRs can reach 80 to 90% according to doctors in the private sector and military hospital.,Medical Education & Practice,General/other,"Bellil, Sami",Cabinet Dr Sami Bellil,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000GjCUMA0,5/23/2025,pCRs with double blocage,When patients get access to double blocage in neoadj the pCRs can reach 80 to 90% according to doctors in the private sector and military hospital.,Medical Education & Practice,General/other,"Hadiji Triki, Olfa",Cabinet Dr Olfa Triki,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000GjQzMAK,5/23/2025,Perjeta and kadcyla practical guide posters,The posters are very helpful for the nurses who prepare the injection for perjeta and kadcyla.,Medical Education & Practice,"Kadcyla, Perjeta","Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000H4LlMAK,5/27/2025,BC national campaign,Roche and STOM will have a joint work to prepare the upcoming BC campaign for october 2025,Medical Education & Practice,General/other,"Bouattour, Chiraz Ben Ayed",Cabinet Dr Chiraz Bouattour,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,1
a3XS7000000H4LlMAK,5/27/2025,BC national campaign,Roche and STOM will have a joint work to prepare the upcoming BC campaign for october 2025,Medical Education & Practice,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,1
a3XS7000000IMIDMA4,6/13/2025,The need to improve collaboration between Pneumologists and oncologists,Dr Mejri is dissapointed by the lack of collaboration and involvment of oncologists by STMRA in their manifestions that focus on thoracic oncology,Strategic Partnership,General/other,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Moez Ben Brahim,0,1,0,0,0,0,0,1,0
a3XS7000000Wp7RMAS,12/4/2025,Request to educate Gynecologist on the added value of neoadjuv ttt in eBC,Oncologist requesting to educate gynecologist on the added value of neoadjuvant ttt with double blocage for hight risq eBC HER2+ patients,Medical Education & Practice,Perjeta,"Ben Ammou, Amel Landolsi",Cabinet Dr Amel Landolsi Ben Ammou,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000WpAfMAK,12/4/2025,Performing PICK3CA In private sector in Tunisia,The doctors shared that Pr Chatti lab is performing the PICK3CA testing with the PCR tech,Medical Education & Practice,Itovebi,"Rais, Henda",Institut Salah Azeiz,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000XAztMAG,12/9/2025,Request to educate patient and CNSS agent about Tecentriq storage,"Following several cases of Tecentriq vials being exposed to freezing temperatures, the doctor is asking, if we can ensure that patients and CNSS agents be educated on the appropriate storage conditions for Tecentriq.",Operations & Diagnostics,Tecentriq,"Ben Rezzagua, Yosra",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,0,1,0,0,1
a3XS7000000XDphMAG,12/9/2025,Request to educate on HR+ BC Biomarker Testing,With all the eregnet innovative ttt in RH+ BC the doctors are asking to have an education on the diffrent Biomarkers and when they should be performed,Medical Education & Practice,General/other,"Ben Ammou, Amel Landolsi",Cabinet Dr Amel Landolsi Ben Ammou,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000ZVk5MAG,1/13/2026,DLBCL Management in Libya,"Please consult this document for full detailed insight
https://docs.google.com/document/d/1XOGA4hPAbmSZKciqMjIHWO_NZZ2UnlcUViLeZuJudFQ/edit?usp=sharing - https://docs.google.com/document/d/1XOGA4hPAbmSZKciqMjIHWO_NZZ2UnlcUViLeZuJudFQ/edit?usp=sharing",Other Strategy,General/other,"ABUSHAALA, Afaf",University Tripoli Hospital,Libya,Oncology,Sami Jemli,0,1,0,0,0,0,0,0,0
a3XS7000000ZVk5MAG,1/13/2026,DLBCL Management in Libya,"Please consult this document for full detailed insight
https://docs.google.com/document/d/1XOGA4hPAbmSZKciqMjIHWO_NZZ2UnlcUViLeZuJudFQ/edit?usp=sharing - https://docs.google.com/document/d/1XOGA4hPAbmSZKciqMjIHWO_NZZ2UnlcUViLeZuJudFQ/edit?usp=sharing",Other Strategy,General/other,"MAITIK, Fatma",National Cancer Institute Misurata,Libya,Oncology,Sami Jemli,0,1,0,0,0,0,0,0,0
a3XS7000000ZgNlMAK,1/15/2026,Access program perjeta,Dr Zenzri and Mokrani both mentioned that last year they included many indigent patients through the access programand that they reached their quota.,Access & Policy,Perjeta,"Mokrani, Amina",Institut Salah Azeiz,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000ZgNlMAK,1/15/2026,Access program perjeta,Dr Zenzri and Mokrani both mentioned that last year they included many indigent patients through the access programand that they reached their quota.,Access & Policy,Perjeta,"Jenzri, Yosr",Institut Salah Azeiz,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000ZgUDMA0,1/15/2026,New reforms in the health sector and oncology,"According to Dr Balti he is working along with other oncology experts with the MoH on reforms in the oncology sector and this will benefit the DA and all involved STKs. 
The result of this work will be communicated in 3 months approximately.",Access & Policy,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000ZgXRMA0,1/15/2026,Phesgo launch & prescription,"According to Dr Balti, Phesgo will be prescribed in the military hospital without waiting for reimboursement especially in early setting (neoadj, adj).",Access & Policy,Phesgo,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000ZgijMAC,1/15/2026,STOM Congress,Dr Balti mentioned that the bi-annual STOM congress will take place in September and will extend for 3 days. Roche will have a symposium of choice.,Medical Education & Practice,"Kadcyla, Perjeta, Phesgo","Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,1
a3XS7000000a7XdMAI,1/20/2026,PIK3CA mutation testing is now available through the private Lab in Sousse.,"there a patient who tested PICK3CA positive in a private sector in sousse , her treating physician intends to enroll her in the Inavo CU Global program",Medical Education & Practice,Itovebi,"Ben Ammou, Amel Landolsi",Cabinet Dr Amel Landolsi Ben Ammou,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000a7e5MAA,1/20/2026,Request to educate the Gynecologist in Sousse about the BC Neoadju ttt benefits,Request to educate the Gynecologist in Sousse about the BC Neoadju ttt benefits for high risk patients,Medical Education & Practice,General/other,"Gharbi, Olfa",Cabinet Dr Olfa Gharbi,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000b5f3MAA,1/30/2026,"Delays and disruption in patient care pathways throught the ""recours"" process","CNAM delay in reviewing the patient dossier during the ""Recours "" process, and for certain treatment renewals, the process is sent back at the central level rather than at the regional level",Access & Policy,General/other,"Ayadi, Mouna",Institut Salah Azeiz,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000b5iHMAQ,1/30/2026,Pembro Biosimilaire Clinical Trial activation in ISA,Activation of the Salah Azaiz Institute for the initiation of the pembrolizumab biosimilar study in first-line NSCLC treatment.,Competitor Intelligence,General/other,"Ayadi, Mouna",Institut Salah Azeiz,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,1,0,0,0,0,0
a3XS7000000b5n7MAA,1/30/2026,Request to educate CNAM Experts in sousse,the Oncologist in Sousse hightlight the need to educate the CNAM expertsas they are reviewing the patient dossier specially for the innovative ttt,Access & Policy,General/other,"Ben Fatma Sassi, Leila",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000b5n7MAA,1/30/2026,Request to educate CNAM Experts in sousse,the Oncologist in Sousse hightlight the need to educate the CNAM expertsas they are reviewing the patient dossier specially for the innovative ttt,Access & Policy,General/other,"Hochlef, Makrem",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000b5qLMAQ,1/30/2026,Request to educate Gynecologist in sousse,"oncologists in sousse request to educate Gynecologist , specially in private sector , about the benefit of neoaduv treatement and patient selction criterea in HER2+ eBC",Medical Education & Practice,Perjeta,"Gharbi, Olfa",Cabinet Dr Olfa Gharbi,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000b88HMAQ,1/30/2026,Number of new cases detected in Farhat Hached Hospital,400 new breast cancer patients are detected per year in the oncology service of farhat hached sousse.,Medical Education & Practice,"Kadcyla, Perjeta, Phesgo","Ben Fatma Sassi, Leila",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000b8UrMAI,1/30/2026,Phesgo prescription in the public sector,"According to Dr Ben Fatma, prescribing phesgo in the public sector would be impossible in the absence of reimboursement. Having the available options in IV is way quicker (2 weeks) compared to recours process (2-3 months).",Access & Policy,Phesgo,"Ben Fatma Sassi, Leila",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000b8ZhMAI,1/30/2026,Phesgo prescription in the private sector,According to Dr Gharbi some patients who buy out of pocket can be prescribed Phesgo.,Access & Policy,Phesgo,"Bel Hadj Hassen (Gharbi), Olfa",Cabinet Dr Olfa Gharbi,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000b97ZMAQ,1/30/2026,Training of CNAM doctors,"According to Dr Hochlef, they used to train cnam experts as oncology experts however this is no longer the case lately. This lack of training is causing a lot of misunderstanding and delays in processing patient’s folders.",Access & Policy,"Kadcyla, Perjeta","Hochlef, Makrem",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000cbwDMAQ,2/12/2026,Dr Rachdi will move to private sector,Dr Rachdi Haifa informed me that she is planning to move to private sector once her resignation will be accepted by the minister,Medical Education & Practice,General/other,"Rachdi, Haifa",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Moez Ben Brahim,0,1,0,0,1,0,0,0,0
a3XS7000000ckjNMAQ,2/13/2026,Advocacy with the Ministry to accelerate the cancer registry,our experts highlighted to the Ministry's Health Director the importance of speeding up the implementation of the national registry and resuming the project with Roche,Medical Education & Practice,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000ckjNMAQ,2/13/2026,Advocacy with the Ministry to accelerate the cancer registry,our experts highlighted to the Ministry's Health Director the importance of speeding up the implementation of the national registry and resuming the project with Roche,Medical Education & Practice,General/other,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000fHePMAU,3/5/2026,SCOPICON meetings in ISA,ISA onco med team are conducting SCOPICON meetings on Fridays. this meeting is used to discuss difficult cases and all involved departments participate - Roche will sponsor one of the meetings to promote its portfolio,Medical Education & Practice,General/other,"Jenzri, Yosr",Institut Salah Azeiz,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,1
a3XS7000000fJczMAE,3/6/2026,Sub Cutaneous added value argument in Tunisia,"According to Dr Mejri, the argument of the added value of the subcut in Tunisia is not convincing the HAs. She argued that the gained time for the nurses is not relevant as the cost of headcounts in hospitals is very cheap and there is no major gain for the system if the time of administration is shortened. - Dr Mejri mentioned that the only argument that can be accepted by the HAs is the cost of the product: if it's cheaper compared to the alternative then they will choose it.",Access & Policy,Phesgo,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000fJgDMAU,3/6/2026,Authorisation Temporaire d'Usage,"Dr Mejri is part of the oncology experts consulted by the HAs to create the guidelines for ATU.
After publication of ATU no more ""recours"" grants will be allowed and all products either have MAs or ATU in order ti be prescribed.",Access & Policy,Phesgo,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000fNezMAE,3/6/2026,Screening Program in Sousse,The Oncology Department team are planning a screening program in Sousse to detect BC patients early. The program is planned by ARIC and they requested Roche support.,Medical Education & Practice,General/other,"Ben Fatma Sassi, Leila",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000fNezMAE,3/6/2026,Screening Program in Sousse,The Oncology Department team are planning a screening program in Sousse to detect BC patients early. The program is planned by ARIC and they requested Roche support.,Medical Education & Practice,General/other,"Hochlef, Makrem",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000fNezMAE,3/6/2026,Screening Program in Sousse,The Oncology Department team are planning a screening program in Sousse to detect BC patients early. The program is planned by ARIC and they requested Roche support.,Medical Education & Practice,General/other,"Zaairi, Faten",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000fZUrMAM,3/9/2026,Launch of the drafting of protocols for the National Therapeutic Committee.,"Two oncologists have been designated by the Ministry of Health to prepare the protocols, which will be validated by the National Therapeutic Committee at the time of the ATU launch. Five disease areas have been prioritized: lung, breast, gastrointestinal, bladder, and ovarian cancers.",Access & Policy,General/other,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000fZUrMAM,3/9/2026,Launch of the drafting of protocols for the National Therapeutic Committee.,"Two oncologists have been designated by the Ministry of Health to prepare the protocols, which will be validated by the National Therapeutic Committee at the time of the ATU launch. Five disease areas have been prioritized: lung, breast, gastrointestinal, bladder, and ovarian cancers.",Access & Policy,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000fZY5MAM,3/9/2026,Positive feedback from experts regarding IMpower010.,"Experts are aware of the added value of Tecentriq in the adjuvant treatment of NSCLC in patients with PD-L1 ≥50%, and there is a clear unmet need in Tunisia as no other therapeutic options are currently available.",Medical Education & Practice,Tecentriq,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000fZeXMAU,3/9/2026,Issue with Perjeta availability for indigent patients through the access Program,Feedback from the hospital in Sfax indicated that Perjeta is currently not available through the access program for indigent patients.,Access & Policy,Perjeta,"Khmiri, Souhir",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000g0V3MAI,3/12/2026,Delay in receiving kadcyla in Adjuvant,"According to experts in Sousse, Patients wait up to 3 months to get Kadcyla in the adjuvant setting, which puts them at risk post surgery.",Access & Policy,Kadcyla,"Ben Fatma Sassi, Leila",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000g0ZtMAI,3/12/2026,Patient in Sousse received Enhertu instead of Kadcyla in the adjuvant setting,One patient in Sousse received Enhertu instead of kadcyla in the adjuvant indication knowing that it was not prescribed to the patient and enhertu does not have the indication in this setting,Medical Education & Practice,Kadcyla,"Ben Fatma Sassi, Leila",Hôpital Farhat Hached - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
a3XS7000000g0wTMAQ,3/12/2026,ePOSTER on HER2+ accepted in ESMO BC,"Dr Wiem prepared an ePOSTER that was accepted by ESMO BC, below the summary of the results:
Over a 12-year period (2012–2023), 107 patients with HER2-overexpressing breast cancer were included, with a mean age of 51 years. Twenty-three patients (21.5%) presented with metastatic disease at diagnosis. Invasive ductal carcinoma accounted for 91.6% of cases. Curative surgery was performed in 98,9% of patients, combined with neoadjuvant chemotherapy (52.5%), adjuvant chemotherapy (95,7%), hormone therapy (47,8%), and radiotherapy (85%). Trastuzumab was administered in the neoadjuvant setting in 44 patients and in the adjuvant setting in 97 patients, whereas pertuzumab was used in only 2 cases. - The mean overall survival was 140 months significantly better in postmenopausal patients (p = 0,02) and in those with metastatic disease (p = 0,006). Disease-free survival reached 191 months and was significantly better in patients who achieved a pathological complete response (p = 0,023). Among metastatic patients, SBR grade (p = 0,002), timing of metastasis (p = 0,007), and the use of adjuvant trastuzumab (p = 0,017) significantly influenced survival. In multivariate analysis, menopausal status emerged as an independent factor associated with improved overall survival (p = 0,011).",Medical Education & Practice,Perjeta,"Lakhchine, Wiem",Hôpital Universitaire Fattouma Bourguiba de Monastir - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,0
